lead_id,company_name,company_type,region,product_interest,inquiry_channel,company_size,order_quantity_est,response_time_hrs,quotation_shared,catalog_requested,followups,conversion_status
TM3120,Griffith-West,Retailer,South,Water Storage,Website,Large,525,67,Yes,No,1,0
TM3121,Rivera-Scott,Hotel Chain,East,Both,Website,Large,249,28,No,No,3,0
TM3122,Alexander PLC,Online Seller,North,Kitchenware,Exhibition,Large,22,15,No,Yes,4,0
TM3123,Brown Group,Hotel Chain,North,Kitchenware,Dealer,Small,415,18,No,No,1,0
TM3124,"Brown, Graves and Taylor",Online Seller,North,Both,Website,Small,925,11,Yes,No,3,1
TM3125,Martinez-Mora,Retailer,East,Water Storage,Exhibition,Small,67,64,No,Yes,4,1
TM3126,"Walters, Taylor and Pierce",Online Seller,East,Kitchenware,Dealer,Large,87,8,No,No,0,0
TM3127,"Morris, Gomez and Bell",Distributor,South,Water Storage,Dealer,Medium,38,72,No,Yes,5,1
TM3128,Smith-Rowe,Online Seller,Central,Water Storage,Website,Small,191,48,Yes,No,2,0
TM3129,Reed-Meyer,Distributor,East,Kitchenware,WhatsApp,Large,671,28,Yes,No,0,1
TM3130,"Roberts, Blackwell and Carroll",Retailer,North,Kitchenware,WhatsApp,Medium,548,56,Yes,No,1,1
TM3131,"Aguilar, Bradford and White",Retailer,South,Both,Reference,Medium,721,22,Yes,Yes,0,1
TM3132,"Petersen, Massey and Dixon",Online Seller,South,Water Storage,Reference,Large,148,9,No,Yes,3,0
TM3133,"Fisher, Hughes and Watts",Retailer,North,Water Storage,Reference,Medium,629,41,Yes,Yes,0,1
TM3134,Ali PLC,Distributor,East,Both,Exhibition,Small,827,60,Yes,No,0,1
TM3135,Stewart PLC,Retailer,West,Kitchenware,Website,Small,121,27,No,Yes,5,0
TM3136,"Suarez, Taylor and Lozano",Retailer,West,Water Storage,Website,Small,132,4,No,No,5,0
TM3137,Williams and Sons,Hotel Chain,North,Water Storage,Exhibition,Large,181,71,Yes,No,0,0
TM3138,"Moore, Beck and Zimmerman",Online Seller,South,Water Storage,Exhibition,Small,854,29,No,No,1,0
TM3139,"Santos, Campos and Mack",Distributor,North,Both,Reference,Small,157,44,Yes,Yes,4,1
TM3140,"Yu, Campbell and Strong",Retailer,South,Both,Exhibition,Large,288,40,No,No,1,0
TM3141,Sawyer Group,Retailer,South,Both,Website,Medium,666,46,No,Yes,1,0
TM3142,Higgins and Sons,Hotel Chain,West,Kitchenware,Reference,Large,847,39,Yes,Yes,2,0
TM3143,Williams-Turner,Online Seller,Central,Both,WhatsApp,Small,401,5,Yes,Yes,0,1
TM3144,Livingston Ltd,Retailer,East,Both,Dealer,Small,184,56,No,No,5,0
TM3145,Eaton-Avery,Hotel Chain,East,Water Storage,Dealer,Medium,820,66,No,Yes,1,0
TM3146,Davidson Inc,Retailer,North,Both,Dealer,Medium,329,59,No,Yes,4,0
TM3147,"Rivera, White and Chan",Hotel Chain,Central,Kitchenware,Dealer,Small,595,5,No,No,4,0
TM3148,Hill and Sons,Distributor,North,Water Storage,WhatsApp,Small,61,52,Yes,No,4,0
TM3149,Bishop Ltd,Distributor,South,Water Storage,Website,Medium,563,35,No,No,3,0
TM3150,Douglas-Dunn,Retailer,Central,Kitchenware,Exhibition,Small,597,68,No,No,2,0
TM3151,"Blair, Smith and Baker",Distributor,North,Kitchenware,Exhibition,Small,214,63,Yes,Yes,2,0
TM3152,Joseph-Pittman,Retailer,South,Kitchenware,Exhibition,Small,31,3,No,Yes,2,0
TM3153,Dominguez Group,Hotel Chain,West,Kitchenware,Dealer,Small,636,1,Yes,Yes,0,1
TM3154,Smith-Hawkins,Hotel Chain,North,Kitchenware,Dealer,Small,403,20,Yes,Yes,5,1
TM3155,Jones Inc,Hotel Chain,Central,Both,Dealer,Large,754,59,Yes,No,0,0
TM3156,Johnson-Tucker,Online Seller,East,Both,Exhibition,Large,445,62,No,No,1,0
TM3157,Morales-Mathis,Retailer,Central,Both,Dealer,Medium,710,29,Yes,No,0,0
TM3158,Cline Inc,Distributor,West,Kitchenware,Exhibition,Large,913,11,No,Yes,5,0
TM3159,"Landry, Shelton and Bartlett",Online Seller,East,Water Storage,Dealer,Small,787,40,Yes,Yes,1,1
TM3160,Olson PLC,Retailer,North,Water Storage,Website,Medium,790,31,No,No,3,1
TM3161,"Owens, Aguilar and Stanley",Online Seller,West,Both,Dealer,Large,266,37,No,No,3,0
TM3162,"Ortega, Pitts and Carr",Retailer,North,Kitchenware,Dealer,Small,283,3,Yes,Yes,5,1
TM3163,Crawford-Ramirez,Distributor,South,Both,Reference,Large,954,37,Yes,Yes,3,1
TM3164,Taylor-Meadows,Online Seller,Central,Kitchenware,Reference,Medium,715,42,Yes,No,1,0
TM3165,Rivera-Taylor,Online Seller,South,Water Storage,WhatsApp,Small,983,29,No,No,0,0
TM3166,Ballard-Torres,Retailer,South,Both,Exhibition,Large,983,18,No,Yes,4,1
TM3167,Smith-Green,Hotel Chain,North,Both,Website,Large,345,45,Yes,No,5,0
TM3168,Martinez PLC,Hotel Chain,North,Kitchenware,Exhibition,Medium,626,23,Yes,Yes,2,1
TM3169,"Jones, Harrison and Hoffman",Retailer,North,Kitchenware,Website,Large,258,67,Yes,No,0,1
TM3170,Cooper-Jackson,Distributor,South,Kitchenware,Dealer,Large,957,55,Yes,No,0,1
TM3171,Young Ltd,Online Seller,Central,Both,WhatsApp,Small,519,55,No,No,1,0
TM3172,"Reynolds, Valdez and Larsen",Online Seller,East,Water Storage,Exhibition,Medium,680,23,Yes,No,3,0
TM3173,Henderson PLC,Online Seller,West,Kitchenware,Exhibition,Large,100,43,Yes,Yes,2,1
TM3174,Rivera-Harrison,Distributor,East,Water Storage,Website,Medium,250,45,No,Yes,3,0
TM3175,"Barton, Johnson and Adams",Distributor,South,Water Storage,Exhibition,Large,705,17,No,Yes,3,0
TM3176,Simmons-Gonzales,Retailer,Central,Water Storage,Reference,Large,838,50,No,No,1,0
TM3177,Anderson-Thompson,Online Seller,North,Both,Reference,Medium,882,70,No,No,4,1
TM3178,"Bishop, Clayton and Jones",Hotel Chain,North,Both,Website,Large,71,27,No,Yes,0,0
TM3179,Wagner Inc,Retailer,Central,Water Storage,Dealer,Large,504,39,Yes,Yes,1,1
TM3180,Phillips LLC,Online Seller,South,Water Storage,Exhibition,Medium,753,54,No,Yes,0,1
TM3181,Price-Nguyen,Online Seller,West,Water Storage,Dealer,Large,779,46,Yes,No,2,1
TM3182,Young-Haynes,Distributor,North,Water Storage,WhatsApp,Medium,668,12,Yes,Yes,5,1
TM3183,Schwartz-Chavez,Hotel Chain,South,Both,Dealer,Small,553,19,No,Yes,0,0
TM3184,"Jones, Hart and Little",Hotel Chain,South,Water Storage,Website,Medium,703,37,Yes,Yes,4,1
TM3185,"Nguyen, Wong and Mcclure",Hotel Chain,Central,Kitchenware,Reference,Medium,275,3,No,Yes,0,0
TM3186,Wagner Group,Distributor,North,Kitchenware,WhatsApp,Medium,210,36,Yes,Yes,1,0
TM3187,Grant-Butler,Retailer,West,Kitchenware,WhatsApp,Large,771,68,No,Yes,1,0
TM3188,"Garza, Taylor and Estes",Retailer,Central,Water Storage,Exhibition,Small,217,21,Yes,Yes,0,0
TM3189,"Green, Henderson and Golden",Retailer,North,Kitchenware,WhatsApp,Small,970,2,Yes,No,3,0
TM3190,"Perkins, King and Nguyen",Distributor,North,Both,Reference,Large,111,60,No,Yes,5,1
TM3191,Cummings-Oconnor,Hotel Chain,South,Water Storage,Dealer,Small,749,65,No,Yes,4,0
TM3192,Evans-Martinez,Hotel Chain,Central,Water Storage,WhatsApp,Small,653,16,Yes,Yes,3,1
TM3193,Vargas-Vaughan,Online Seller,Central,Kitchenware,Exhibition,Small,493,22,No,Yes,3,1
TM3194,Barry-Lee,Hotel Chain,Central,Kitchenware,Website,Medium,124,54,Yes,No,0,0
TM3195,"Walker, Porter and Ellis",Retailer,Central,Water Storage,Website,Small,925,26,No,No,3,0
TM3196,"King, Kelly and Mcgrath",Retailer,Central,Kitchenware,Reference,Medium,867,30,Yes,No,3,1
TM3197,Clark-Johnson,Retailer,North,Kitchenware,WhatsApp,Large,25,71,No,No,3,0
TM3198,"Cherry, Price and Martinez",Retailer,North,Kitchenware,WhatsApp,Large,898,38,Yes,Yes,1,0
TM3199,"Ortega, Robbins and Harrison",Distributor,South,Kitchenware,Reference,Large,48,50,No,No,3,1
TM3200,Anderson-Bradford,Hotel Chain,North,Water Storage,Reference,Large,709,46,Yes,No,4,0
TM3201,Beck Inc,Distributor,Central,Water Storage,Website,Small,339,8,Yes,No,2,0
TM3202,"Andersen, Larsen and Lee",Hotel Chain,North,Kitchenware,Reference,Small,232,26,No,Yes,5,0
TM3203,Ford-Taylor,Online Seller,South,Water Storage,Website,Large,776,15,Yes,Yes,2,1
TM3204,Cox and Sons,Online Seller,Central,Kitchenware,Website,Small,20,39,Yes,No,4,0
TM3205,Price Inc,Retailer,North,Water Storage,Website,Small,160,13,No,Yes,3,0
TM3206,Perez-Evans,Online Seller,Central,Water Storage,WhatsApp,Medium,740,32,Yes,No,1,1
TM3207,"Garcia, Bowman and Hicks",Retailer,North,Kitchenware,WhatsApp,Small,849,16,No,No,3,0
TM3208,"Mccullough, Fisher and Garrett",Distributor,West,Both,Dealer,Medium,886,16,No,No,1,0
TM3209,"Joseph, Johnson and Johnson",Online Seller,North,Kitchenware,Dealer,Small,937,58,No,No,0,1
TM3210,Campbell-Gonzalez,Online Seller,Central,Water Storage,Dealer,Small,359,47,No,Yes,3,0
TM3211,Johnson-Gray,Retailer,Central,Water Storage,Website,Small,761,50,Yes,Yes,2,0
TM3212,"Jackson, Lucas and Jenkins",Hotel Chain,East,Water Storage,Reference,Medium,489,19,Yes,No,0,1
TM3213,"Cooper, Ortega and Vega",Retailer,West,Kitchenware,Exhibition,Large,484,16,No,No,2,0
TM3214,Green PLC,Hotel Chain,Central,Both,Website,Medium,690,8,Yes,Yes,3,1
TM3215,Crawford-Bright,Distributor,Central,Kitchenware,Website,Medium,313,10,No,No,5,0
TM3216,Cooper-Malone,Distributor,West,Kitchenware,Website,Large,186,43,No,No,5,0
TM3217,"Rose, Sanchez and Webb",Distributor,West,Kitchenware,Dealer,Large,863,39,Yes,No,3,1
TM3218,"Martin, Thomas and Mccoy",Distributor,North,Water Storage,Reference,Large,221,19,No,Yes,5,1
TM3219,Huber-Flores,Online Seller,South,Both,Dealer,Medium,497,54,Yes,No,4,1
TM3220,Berry Group,Hotel Chain,Central,Water Storage,Dealer,Small,426,4,No,No,4,0
TM3221,Horton-Walton,Distributor,North,Both,WhatsApp,Medium,806,31,No,Yes,2,0
TM3222,"Kennedy, Keller and Johnson",Distributor,West,Kitchenware,Dealer,Medium,770,11,No,No,3,0
TM3223,Schaefer-Cooley,Retailer,East,Kitchenware,WhatsApp,Medium,471,8,No,No,3,0
TM3224,"Reid, Combs and Medina",Online Seller,East,Kitchenware,Reference,Small,610,4,Yes,No,1,0
TM3225,Kramer Ltd,Hotel Chain,South,Water Storage,Website,Medium,756,27,Yes,Yes,5,1
TM3226,Salinas Inc,Distributor,West,Kitchenware,Exhibition,Small,865,60,No,No,3,0
TM3227,Pena-Li,Hotel Chain,North,Water Storage,Website,Small,808,38,Yes,No,0,1
TM3228,Alvarado Inc,Hotel Chain,Central,Both,Website,Small,393,23,Yes,No,4,1
TM3229,"Crane, Horn and Wong",Distributor,South,Kitchenware,Website,Large,433,71,Yes,Yes,2,1
TM3230,Thompson-Smith,Hotel Chain,East,Water Storage,Exhibition,Small,442,70,Yes,Yes,3,1
TM3231,Brown Inc,Retailer,South,Kitchenware,Reference,Small,466,6,No,Yes,0,1
TM3232,Murphy LLC,Distributor,South,Kitchenware,Reference,Medium,197,33,No,No,4,1
TM3233,Mills LLC,Retailer,West,Kitchenware,Dealer,Medium,811,57,No,Yes,4,1
TM3234,Parks Ltd,Distributor,Central,Kitchenware,Reference,Medium,276,8,Yes,No,4,1
TM3235,"Hill, Anderson and Trevino",Online Seller,North,Both,Dealer,Small,765,29,Yes,No,5,1
TM3236,Weeks-Le,Hotel Chain,South,Both,Exhibition,Small,926,16,No,Yes,2,0
TM3237,"Gilmore, Thompson and Rivera",Online Seller,Central,Water Storage,Exhibition,Small,860,56,No,No,3,0
TM3238,Fisher PLC,Distributor,West,Kitchenware,Dealer,Large,321,46,Yes,No,2,1
TM3239,"Martinez, Norris and Hardy",Online Seller,North,Water Storage,Exhibition,Large,889,70,No,No,0,0
TM3240,Larson-Johnson,Hotel Chain,East,Water Storage,Exhibition,Small,55,70,Yes,Yes,4,0
TM3241,Schmitt LLC,Distributor,Central,Kitchenware,Website,Small,800,10,No,No,1,0
TM3242,"White, Humphrey and Leonard",Online Seller,East,Both,Dealer,Small,608,29,Yes,Yes,2,0
TM3243,Greer-Peters,Distributor,South,Kitchenware,Exhibition,Small,260,46,Yes,Yes,1,0
TM3244,Welch Ltd,Online Seller,East,Kitchenware,Exhibition,Large,915,29,No,No,2,0
TM3245,Martinez PLC,Retailer,South,Water Storage,Dealer,Large,842,71,No,Yes,4,1
TM3246,Rice-Blake,Distributor,South,Kitchenware,WhatsApp,Small,413,21,No,Yes,0,0
TM3247,"Myers, Sims and Byrd",Retailer,East,Both,Dealer,Large,246,16,Yes,No,2,1
TM3248,Gonzalez LLC,Retailer,West,Water Storage,Dealer,Medium,330,18,Yes,Yes,1,1
TM3249,Stark-Ray,Hotel Chain,West,Kitchenware,Exhibition,Medium,480,40,No,No,1,0
TM3250,Rose-Berry,Retailer,West,Kitchenware,Dealer,Medium,666,12,Yes,No,2,1
TM3251,"Wilson, Jones and Ward",Retailer,Central,Kitchenware,Website,Medium,467,10,Yes,Yes,3,1
TM3252,Gardner-Roberts,Hotel Chain,South,Water Storage,WhatsApp,Medium,336,20,No,No,3,1
TM3253,Baker PLC,Distributor,North,Both,Reference,Small,469,30,Yes,Yes,4,1
TM3254,"Jackson, Ruiz and Mcdonald",Online Seller,East,Kitchenware,WhatsApp,Small,205,22,Yes,Yes,2,0
TM3255,"Edwards, Conway and Walker",Online Seller,East,Kitchenware,WhatsApp,Small,287,27,Yes,Yes,4,1
TM3256,Chung-Reynolds,Online Seller,South,Both,Exhibition,Large,881,57,No,No,5,1
TM3257,"Garza, Burke and Scott",Hotel Chain,Central,Kitchenware,WhatsApp,Large,769,33,Yes,Yes,0,0
TM3258,Lewis LLC,Distributor,East,Both,WhatsApp,Large,964,70,Yes,Yes,5,0
TM3259,"Miller, Padilla and Ingram",Retailer,East,Both,Reference,Medium,52,56,No,No,4,1
TM3260,Woods-Schroeder,Distributor,South,Kitchenware,Dealer,Large,581,56,No,Yes,2,0
TM3261,"Henderson, Parsons and Parker",Retailer,South,Water Storage,Reference,Large,565,38,No,No,0,0
TM3262,Blake PLC,Online Seller,Central,Water Storage,Dealer,Large,206,70,Yes,No,5,1
TM3263,"Booker, Andersen and Hooper",Hotel Chain,South,Water Storage,Website,Small,767,66,No,No,3,1
TM3264,Eaton and Sons,Distributor,East,Water Storage,Website,Large,905,41,No,Yes,4,0
TM3265,Sims-Knapp,Distributor,South,Kitchenware,WhatsApp,Small,783,14,Yes,No,5,0
TM3266,"Pennington, Butler and Barker",Hotel Chain,South,Water Storage,Reference,Small,575,53,Yes,No,1,0
TM3267,Walker-Evans,Retailer,South,Kitchenware,Website,Medium,99,37,Yes,Yes,0,0
TM3268,"Gibson, Kirby and Phillips",Hotel Chain,West,Kitchenware,Reference,Small,147,53,No,Yes,2,0
TM3269,"Brandt, Robertson and Campos",Online Seller,North,Both,WhatsApp,Medium,208,24,Yes,No,2,0
TM3270,Morris Group,Retailer,South,Both,Exhibition,Small,765,11,Yes,Yes,2,1
TM3271,Huynh Group,Distributor,South,Kitchenware,WhatsApp,Medium,105,12,Yes,No,0,0
TM3272,Jenkins Ltd,Hotel Chain,North,Both,Website,Medium,507,5,No,No,2,0
TM3273,Singh LLC,Hotel Chain,North,Water Storage,Reference,Small,410,37,Yes,No,0,1
TM3274,Kane Ltd,Online Seller,South,Water Storage,Website,Small,287,55,Yes,No,3,0
TM3275,Martinez-Simon,Distributor,North,Kitchenware,Website,Medium,127,2,No,No,5,1
TM3276,Thompson PLC,Hotel Chain,East,Kitchenware,Website,Large,111,50,No,No,2,1
TM3277,Robinson and Sons,Distributor,West,Kitchenware,Reference,Medium,684,50,No,No,3,0
TM3278,"Harper, Miller and Oconnor",Retailer,West,Both,Website,Medium,628,38,Yes,Yes,2,0
TM3279,"Ware, Archer and Freeman",Retailer,West,Water Storage,WhatsApp,Small,533,71,No,Yes,0,0
TM3280,Farrell Inc,Hotel Chain,Central,Both,Dealer,Small,186,39,Yes,Yes,1,1
TM3281,Johnston-King,Distributor,West,Water Storage,WhatsApp,Medium,89,64,Yes,Yes,2,1
TM3282,Wright Inc,Online Seller,South,Both,Reference,Large,271,58,Yes,Yes,2,0
TM3283,Braun-Griffin,Online Seller,South,Water Storage,Website,Medium,582,6,No,No,1,0
TM3284,Hendricks-Washington,Hotel Chain,East,Kitchenware,Exhibition,Small,619,44,Yes,No,5,0
TM3285,Reynolds-Poole,Hotel Chain,East,Kitchenware,Exhibition,Medium,753,36,Yes,No,4,0
TM3286,Medina-Harrison,Retailer,Central,Kitchenware,Reference,Large,89,34,No,Yes,2,1
TM3287,"Harris, Wiggins and Warren",Hotel Chain,North,Water Storage,Website,Medium,527,67,No,No,1,0
TM3288,Miller PLC,Hotel Chain,West,Kitchenware,Dealer,Medium,873,45,No,No,3,0
TM3289,Holmes-Dixon,Distributor,West,Kitchenware,Reference,Large,956,9,No,No,5,1
TM3290,"Ramos, Williams and Vance",Online Seller,Central,Both,Dealer,Large,44,8,Yes,No,3,0
TM3291,"Johnson, Bates and Taylor",Distributor,Central,Kitchenware,Exhibition,Large,325,43,Yes,No,5,0
TM3292,"Whitehead, Smith and Bowen",Hotel Chain,North,Water Storage,Website,Medium,431,55,Yes,No,0,1
TM3293,Cordova PLC,Distributor,West,Water Storage,Reference,Large,531,32,Yes,Yes,3,1
TM3294,Leon-Franklin,Hotel Chain,South,Kitchenware,Reference,Medium,727,16,Yes,Yes,5,1
TM3295,"Ward, Boyd and Mendoza",Hotel Chain,West,Both,WhatsApp,Small,639,3,No,No,2,1
TM3296,"Jackson, Hammond and Serrano",Online Seller,Central,Kitchenware,Reference,Medium,779,27,No,Yes,2,0
TM3297,Frank-Thompson,Distributor,Central,Both,Dealer,Large,784,62,No,Yes,5,0
TM3298,"Fuentes, Ford and Riddle",Online Seller,North,Both,WhatsApp,Large,151,18,Yes,No,0,1
TM3299,Hughes-Schmidt,Hotel Chain,North,Both,Reference,Large,750,57,Yes,No,3,1
TM3300,Richardson LLC,Retailer,North,Water Storage,Website,Large,963,2,No,Yes,4,0
TM3301,Gonzalez-Jones,Retailer,Central,Both,Website,Medium,132,72,Yes,No,5,1
TM3302,Simon Inc,Distributor,South,Water Storage,Exhibition,Medium,765,1,No,No,4,1
TM3303,Beck Group,Hotel Chain,Central,Water Storage,Website,Small,221,69,Yes,Yes,5,0
TM3304,Archer Group,Online Seller,East,Both,Dealer,Large,29,15,No,No,4,0
TM3305,Sheppard Inc,Hotel Chain,West,Kitchenware,Reference,Large,193,9,No,No,1,1
TM3306,Hill PLC,Online Seller,Central,Both,Website,Medium,247,72,No,Yes,0,0
TM3307,"Shaffer, Martin and Morrison",Retailer,West,Both,Dealer,Small,434,61,Yes,No,5,1
TM3308,"Johnson, Webb and Silva",Online Seller,South,Both,Exhibition,Medium,914,68,Yes,Yes,3,1
TM3309,Wilson-Hughes,Online Seller,Central,Both,Website,Large,533,12,No,Yes,1,0
TM3310,Green-Mitchell,Retailer,North,Water Storage,Exhibition,Large,169,53,No,Yes,3,0
TM3311,Robinson LLC,Distributor,North,Both,Dealer,Small,540,9,No,Yes,3,1
TM3312,Quinn Group,Distributor,Central,Water Storage,Dealer,Small,676,38,No,No,0,0
TM3313,Moore Group,Retailer,West,Kitchenware,Dealer,Large,685,44,Yes,No,5,1
TM3314,Burgess Group,Retailer,West,Both,Exhibition,Medium,969,15,No,Yes,1,0
TM3315,Braun Group,Hotel Chain,West,Kitchenware,Exhibition,Large,43,68,Yes,Yes,1,0
TM3316,Palmer-Johnson,Hotel Chain,North,Both,Website,Medium,209,34,No,No,1,0
TM3317,Clark-Calderon,Hotel Chain,South,Both,WhatsApp,Medium,544,63,Yes,Yes,1,1
TM3318,Martin LLC,Online Seller,South,Water Storage,Website,Large,907,48,Yes,No,4,1
TM3319,Hancock-Carter,Retailer,South,Kitchenware,Reference,Medium,264,2,Yes,No,4,1
TM3320,Warner Ltd,Retailer,South,Both,Reference,Large,789,58,Yes,Yes,2,1
TM3321,"James, Sampson and Novak",Online Seller,South,Both,WhatsApp,Small,370,46,Yes,No,2,0
TM3322,Lopez-Johnston,Retailer,Central,Water Storage,WhatsApp,Medium,705,3,Yes,No,5,1
TM3323,"Weiss, Walker and Hodges",Distributor,North,Water Storage,Dealer,Medium,520,32,No,No,5,0
TM3324,White PLC,Distributor,South,Kitchenware,Website,Medium,49,49,No,No,4,0
TM3325,Atkins and Sons,Hotel Chain,East,Both,Exhibition,Small,391,40,No,Yes,1,0
TM3326,Smith-Strong,Online Seller,South,Both,Dealer,Medium,198,22,No,Yes,0,0
TM3327,Ford PLC,Hotel Chain,North,Water Storage,Dealer,Large,427,23,Yes,No,3,1
TM3328,Curtis-Thompson,Distributor,Central,Both,Dealer,Large,571,32,Yes,No,4,0
TM3329,David Inc,Hotel Chain,Central,Both,Reference,Large,517,58,Yes,No,3,1
TM3330,Alexander Inc,Retailer,South,Water Storage,Dealer,Small,60,67,No,Yes,0,1
TM3331,"Clark, Farmer and West",Distributor,Central,Kitchenware,Website,Small,422,2,Yes,Yes,0,1
TM3332,"Robinson, Miller and Johnson",Retailer,West,Water Storage,Website,Large,751,9,No,Yes,0,0
TM3333,Bush Ltd,Retailer,South,Water Storage,Exhibition,Small,219,67,No,No,1,0
TM3334,Saunders and Sons,Hotel Chain,South,Kitchenware,Dealer,Large,563,56,No,No,2,1
TM3335,Jacobson-Mendez,Distributor,East,Kitchenware,WhatsApp,Large,736,20,Yes,Yes,1,1
TM3336,Cruz-Torres,Distributor,North,Both,Reference,Medium,448,14,No,No,1,0
TM3337,Wilson-Rojas,Retailer,East,Water Storage,Dealer,Small,910,1,Yes,No,5,1
TM3338,"Jordan, Caldwell and Osborne",Retailer,West,Both,Reference,Medium,112,68,No,No,3,1
TM3339,Rodriguez Ltd,Online Seller,North,Water Storage,Website,Medium,512,33,Yes,Yes,2,1
TM3340,Everett PLC,Retailer,South,Water Storage,Dealer,Medium,880,52,Yes,Yes,0,1
TM3341,Taylor Inc,Hotel Chain,South,Both,Website,Small,518,45,Yes,Yes,3,1
TM3342,Morgan PLC,Distributor,North,Kitchenware,WhatsApp,Large,772,10,Yes,No,1,1
TM3343,"Rangel, Gross and Carey",Retailer,South,Water Storage,Website,Medium,882,40,No,No,2,0
TM3344,Martin Group,Retailer,East,Water Storage,Reference,Small,464,69,No,Yes,1,1
TM3345,"Erickson, White and Carney",Retailer,North,Both,Reference,Medium,339,10,Yes,No,5,1
TM3346,"Bray, Stone and Compton",Online Seller,North,Water Storage,Website,Large,180,69,No,Yes,2,0
TM3347,"Edwards, Lopez and Smith",Distributor,East,Kitchenware,Dealer,Small,581,46,Yes,No,2,1
TM3348,Bond Ltd,Retailer,North,Water Storage,Reference,Medium,287,51,No,Yes,4,0
TM3349,"Green, Ruiz and Miller",Hotel Chain,North,Both,Reference,Medium,12,7,No,Yes,4,1
TM3350,Barnes and Sons,Retailer,East,Water Storage,WhatsApp,Small,562,36,Yes,Yes,4,0
TM3351,"Holland, Atkins and Gonzales",Distributor,South,Kitchenware,Dealer,Small,707,27,No,No,1,0
TM3352,"Jones, Wallace and Nixon",Retailer,South,Both,WhatsApp,Large,577,52,No,Yes,5,0
TM3353,Cruz-Hanson,Retailer,South,Water Storage,WhatsApp,Small,632,44,Yes,No,2,0
TM3354,Walters LLC,Distributor,South,Both,Website,Medium,748,54,Yes,Yes,0,0
TM3355,"Wilson, Stephens and Brown",Hotel Chain,East,Water Storage,Exhibition,Large,939,65,Yes,No,3,1
TM3356,"Thompson, Alvarado and Mendez",Hotel Chain,North,Both,Website,Small,705,16,Yes,No,1,1
TM3357,Thomas-Harris,Distributor,South,Water Storage,Reference,Small,108,43,No,No,4,1
TM3358,Moses-Gonzales,Distributor,West,Kitchenware,Website,Large,132,15,No,Yes,2,0
TM3359,Armstrong-Clark,Distributor,South,Kitchenware,WhatsApp,Small,625,61,Yes,No,3,0
TM3360,Davis Ltd,Online Seller,East,Water Storage,Reference,Large,724,8,Yes,Yes,0,1
TM3361,Benson Inc,Retailer,East,Water Storage,Exhibition,Large,596,44,Yes,No,3,0
TM3362,Meadows Group,Hotel Chain,West,Water Storage,Website,Medium,194,32,No,No,0,0
TM3363,Anderson and Sons,Retailer,South,Both,Reference,Small,767,69,No,Yes,1,0
TM3364,"Suarez, Bernard and Ross",Hotel Chain,North,Kitchenware,Reference,Large,420,7,No,Yes,3,1
TM3365,"Norton, Watts and Smith",Hotel Chain,West,Kitchenware,Reference,Small,389,6,Yes,Yes,5,1
TM3366,"Gomez, Porter and Burns",Online Seller,North,Both,Dealer,Large,133,2,Yes,Yes,4,1
TM3367,"Lane, White and Lucero",Distributor,North,Both,Website,Large,39,19,No,Yes,0,0
TM3368,"Rose, Thomas and Harmon",Online Seller,South,Both,Website,Medium,785,48,No,No,1,0
TM3369,Dunn-Warner,Distributor,West,Kitchenware,Exhibition,Large,743,69,No,Yes,1,0
TM3370,Mcgee-Clark,Hotel Chain,East,Water Storage,WhatsApp,Large,339,33,No,Yes,0,0
TM3371,Shaw Group,Online Seller,East,Water Storage,Website,Large,102,16,Yes,Yes,5,1
TM3372,Hartman-Dunn,Hotel Chain,East,Both,WhatsApp,Large,226,37,No,No,3,0
TM3373,Adams-Parker,Distributor,South,Both,WhatsApp,Small,136,64,No,Yes,2,0
TM3374,"Hicks, Paul and Perez",Hotel Chain,North,Kitchenware,Reference,Small,840,54,Yes,No,4,1
TM3375,"Perry, Obrien and Carey",Hotel Chain,North,Water Storage,Reference,Large,167,54,No,Yes,1,1
TM3376,Austin and Sons,Retailer,East,Both,WhatsApp,Small,82,48,Yes,Yes,0,1
TM3377,Williams Ltd,Retailer,West,Water Storage,Exhibition,Medium,443,7,No,No,4,1
TM3378,"Alexander, Friedman and Ramos",Distributor,South,Water Storage,WhatsApp,Small,224,32,No,No,3,0
TM3379,Hunter PLC,Retailer,West,Water Storage,WhatsApp,Small,109,41,No,Yes,2,0
TM3380,Dixon-Gray,Retailer,Central,Both,Exhibition,Large,964,68,No,No,5,0
TM3381,Taylor Inc,Hotel Chain,Central,Kitchenware,Reference,Medium,407,16,Yes,Yes,2,1
TM3382,Miller Group,Hotel Chain,East,Both,Dealer,Medium,415,71,Yes,No,5,1
TM3383,"Smith, Trevino and Rowe",Distributor,South,Both,Reference,Medium,830,12,No,Yes,0,0
TM3384,Davis Group,Retailer,Central,Kitchenware,Website,Small,627,47,No,No,1,0
TM3385,Rodgers-Guerrero,Distributor,Central,Both,Reference,Small,815,18,Yes,No,2,1
TM3386,"Anderson, Marquez and Johnson",Distributor,Central,Kitchenware,WhatsApp,Small,791,21,No,No,3,0
TM3387,White-Gibson,Distributor,East,Kitchenware,Reference,Medium,950,31,Yes,Yes,5,1
TM3388,"Johnson, Sutton and Roberts",Online Seller,South,Kitchenware,Website,Small,712,24,Yes,Yes,2,0
TM3389,"Paul, Carroll and Watson",Retailer,North,Water Storage,Dealer,Small,243,23,No,No,1,0
TM3390,"Dickerson, Ward and West",Online Seller,West,Both,Exhibition,Large,615,68,Yes,Yes,5,1
