lead_id,company_name,company_type,region,product_interest,inquiry_channel,company_size,order_quantity_est,response_time_hrs,quotation_shared,catalog_requested,followups,conversion_status
TM3335,Grant-Jones,Online Seller,East,Kitchenware,Website,Small,848,49,No,Yes,2,0
TM3336,Aguirre-Austin,Hotel Chain,North,Kitchenware,Exhibition,Large,842,53,No,Yes,5,0
TM3337,"Torres, Glenn and Moore",Retailer,West,Kitchenware,Dealer,Small,17,61,No,Yes,1,0
TM3338,Gallegos-Walters,Retailer,North,Water Storage,Website,Small,244,19,Yes,Yes,1,0
TM3339,"Martin, Tucker and Murray",Online Seller,North,Both,WhatsApp,Medium,344,20,Yes,No,4,0
TM3340,Fischer-Valencia,Online Seller,North,Kitchenware,WhatsApp,Small,49,71,No,No,4,1
TM3341,Hudson-Nixon,Distributor,East,Kitchenware,Exhibition,Small,365,4,No,Yes,2,1
TM3342,"Harrison, Walsh and Calderon",Hotel Chain,South,Kitchenware,Dealer,Large,144,1,No,No,0,1
TM3343,Adams-Baird,Online Seller,West,Both,Exhibition,Large,787,60,Yes,Yes,1,1
TM3344,Williamson and Sons,Retailer,North,Kitchenware,WhatsApp,Small,646,37,No,Yes,2,0
TM3345,Gonzales Inc,Online Seller,South,Both,Exhibition,Large,278,37,No,No,3,0
TM3346,Phillips Group,Distributor,Central,Kitchenware,Website,Small,666,66,Yes,Yes,3,0
TM3347,Mills-Jenkins,Online Seller,West,Both,Exhibition,Large,242,60,Yes,Yes,0,0
TM3348,Woodard and Sons,Hotel Chain,East,Kitchenware,Reference,Large,599,2,No,No,4,0
TM3349,Mcdonald-Hopkins,Online Seller,West,Water Storage,Dealer,Large,323,3,No,Yes,4,1
TM3350,Wheeler-Montes,Retailer,West,Both,Reference,Large,662,7,No,No,1,0
TM3351,Santos and Sons,Hotel Chain,North,Water Storage,Exhibition,Large,59,50,No,No,3,0
TM3352,"Bush, Hendricks and Johnson",Hotel Chain,East,Water Storage,Reference,Small,94,52,No,Yes,3,0
TM3353,Roberts and Sons,Distributor,West,Both,Dealer,Small,316,71,Yes,Yes,2,0
TM3354,George Group,Retailer,Central,Water Storage,Website,Medium,750,52,Yes,No,2,0
TM3355,Cline-Flores,Hotel Chain,West,Kitchenware,WhatsApp,Small,554,37,Yes,Yes,5,0
TM3356,Watson and Sons,Online Seller,South,Kitchenware,WhatsApp,Large,14,5,No,Yes,3,1
TM3357,Austin Group,Online Seller,North,Both,WhatsApp,Medium,262,51,Yes,No,4,0
TM3358,"Reyes, Lucero and Goodwin",Hotel Chain,East,Both,Exhibition,Medium,188,64,No,Yes,1,0
TM3359,Hunter and Sons,Online Seller,West,Kitchenware,Website,Small,236,19,No,No,2,0
TM3360,Kent Ltd,Distributor,North,Water Storage,Dealer,Small,547,50,Yes,Yes,2,0
TM3361,Gibson Ltd,Distributor,Central,Water Storage,Reference,Small,936,12,No,Yes,0,0
TM3362,Calhoun-Barajas,Distributor,Central,Kitchenware,Website,Small,319,12,No,No,4,1
TM3363,Velez LLC,Distributor,North,Water Storage,Website,Large,190,52,No,Yes,3,1
TM3364,Ferguson-Middleton,Retailer,West,Kitchenware,Website,Medium,779,5,Yes,Yes,1,0
TM3365,Kelly-Cortez,Retailer,East,Both,WhatsApp,Small,199,20,Yes,No,0,1
TM3366,Bryant-Wilson,Retailer,North,Both,Website,Large,259,28,No,Yes,3,1
TM3367,Shaw-Anderson,Retailer,Central,Kitchenware,Exhibition,Small,671,3,Yes,No,3,0
TM3368,Gallagher PLC,Distributor,South,Water Storage,Reference,Large,745,36,No,Yes,4,1
TM3369,"Rodgers, Sheppard and Bowers",Online Seller,Central,Water Storage,Exhibition,Large,470,19,Yes,Yes,2,1
TM3370,Taylor-Peterson,Online Seller,South,Kitchenware,Website,Small,995,50,No,No,4,1
TM3371,Barnes Inc,Online Seller,East,Water Storage,WhatsApp,Medium,761,37,Yes,No,0,1
TM3372,"Clayton, Lang and Hansen",Retailer,Central,Water Storage,WhatsApp,Small,703,14,Yes,No,3,0
TM3373,Best PLC,Hotel Chain,West,Water Storage,Exhibition,Medium,191,61,No,Yes,1,0
TM3374,Lee and Sons,Distributor,Central,Kitchenware,WhatsApp,Medium,570,8,No,Yes,5,1
TM3375,Mann PLC,Distributor,South,Kitchenware,Exhibition,Large,126,51,No,No,0,0
TM3376,Melendez-Brown,Hotel Chain,West,Kitchenware,WhatsApp,Small,148,20,Yes,No,0,0
TM3377,"Solis, Thomas and Delgado",Distributor,North,Kitchenware,Reference,Large,539,37,No,No,1,1
TM3378,Acosta LLC,Retailer,North,Water Storage,Website,Large,329,25,Yes,Yes,0,1
TM3379,"Ortiz, Castillo and Olsen",Distributor,West,Water Storage,Website,Large,780,69,Yes,Yes,5,1
TM3380,Martinez LLC,Distributor,South,Water Storage,Reference,Medium,623,65,No,No,4,0
TM3381,Bell PLC,Hotel Chain,Central,Both,WhatsApp,Small,512,71,Yes,No,3,0
TM3382,Miller-Case,Retailer,East,Kitchenware,Dealer,Small,52,13,Yes,No,5,1
TM3383,Hale Group,Hotel Chain,East,Kitchenware,Reference,Medium,309,24,No,No,1,1
TM3384,Arnold-Ewing,Online Seller,North,Kitchenware,Reference,Small,296,41,No,Yes,1,0
TM3385,"Watkins, Richards and Bryant",Online Seller,West,Water Storage,Reference,Large,490,53,No,No,4,0
TM3386,Garcia PLC,Hotel Chain,South,Kitchenware,WhatsApp,Large,304,48,Yes,Yes,2,0
TM3387,Padilla Ltd,Distributor,East,Kitchenware,Reference,Large,142,54,No,No,4,1
TM3388,Ritter-Reed,Retailer,South,Both,Exhibition,Medium,794,17,No,No,5,0
TM3389,Reed LLC,Distributor,East,Both,Exhibition,Large,461,28,No,No,1,0
TM3390,Davis Inc,Retailer,East,Water Storage,WhatsApp,Small,200,19,Yes,No,3,0
TM3391,Atkinson-Hobbs,Retailer,East,Water Storage,Reference,Large,590,60,Yes,No,0,1
TM3392,"Soto, Kennedy and Eaton",Online Seller,North,Water Storage,Exhibition,Small,245,68,Yes,Yes,2,0
TM3393,Lang-Kim,Distributor,South,Kitchenware,Reference,Large,758,20,Yes,No,2,0
TM3394,Waters-Graves,Hotel Chain,West,Water Storage,Reference,Small,414,26,No,Yes,5,0
TM3395,Johnson-Reese,Hotel Chain,South,Kitchenware,Exhibition,Small,151,20,Yes,Yes,5,1
TM3396,Huber Inc,Online Seller,Central,Water Storage,Website,Medium,846,33,Yes,Yes,1,0
TM3397,"Trujillo, Cross and Smith",Hotel Chain,Central,Water Storage,Exhibition,Large,180,70,No,No,5,1
TM3398,Hughes-Patterson,Retailer,South,Water Storage,Exhibition,Medium,665,33,No,No,4,0
TM3399,Haney-Sullivan,Online Seller,West,Water Storage,Dealer,Large,863,7,Yes,Yes,1,0
TM3400,Mcdonald-Lang,Online Seller,North,Both,Website,Medium,61,1,Yes,Yes,2,0
TM3401,"Macias, Tucker and Goodman",Retailer,West,Water Storage,Dealer,Large,717,8,Yes,Yes,4,1
TM3402,Gray-Hopkins,Retailer,East,Water Storage,Exhibition,Small,298,8,No,Yes,0,0
TM3403,"Lawson, Diaz and Robinson",Hotel Chain,Central,Water Storage,Exhibition,Large,228,43,Yes,Yes,2,0
TM3404,Young PLC,Distributor,West,Water Storage,Reference,Medium,370,65,Yes,Yes,0,1
TM3405,"Harris, Crawford and Williams",Retailer,North,Water Storage,Dealer,Medium,400,37,No,Yes,3,1
TM3406,Schneider-Jackson,Hotel Chain,Central,Water Storage,Exhibition,Small,995,5,Yes,No,5,0
TM3407,Reilly Ltd,Distributor,West,Both,Exhibition,Medium,105,14,No,No,3,1
TM3408,Miller-Stevens,Hotel Chain,North,Kitchenware,Dealer,Large,491,50,No,No,4,1
TM3409,Guzman PLC,Distributor,South,Kitchenware,Reference,Small,497,6,No,Yes,2,1
TM3410,Lindsey-Gentry,Distributor,East,Kitchenware,WhatsApp,Medium,669,70,Yes,No,3,0
TM3411,"Lara, Flores and Peterson",Distributor,Central,Water Storage,Website,Medium,984,31,Yes,Yes,2,0
TM3412,"Armstrong, Brown and Reynolds",Hotel Chain,South,Kitchenware,Reference,Large,503,43,Yes,Yes,5,0
TM3413,"Lee, Jones and Sutton",Online Seller,West,Water Storage,Dealer,Medium,629,27,Yes,Yes,0,0
TM3414,"Dorsey, Bates and Roach",Online Seller,South,Kitchenware,Reference,Small,500,50,No,Yes,2,0
TM3415,Torres-Wells,Online Seller,North,Kitchenware,WhatsApp,Small,905,67,No,No,3,0
TM3416,"Navarro, Ray and Cox",Distributor,North,Both,Reference,Small,973,1,No,Yes,5,1
TM3417,Evans LLC,Hotel Chain,South,Both,Website,Medium,822,61,No,No,5,1
TM3418,White and Sons,Retailer,North,Both,WhatsApp,Small,336,17,No,No,1,0
TM3419,"Miller, Wood and Jones",Retailer,North,Water Storage,Exhibition,Small,84,7,Yes,No,1,0
TM3420,"Thompson, Joseph and Cole",Online Seller,West,Kitchenware,Exhibition,Medium,766,62,No,No,0,1
TM3421,"Hopkins, Prince and Sullivan",Hotel Chain,North,Both,Dealer,Large,656,61,Yes,No,2,1
TM3422,"Tate, Blevins and Hansen",Hotel Chain,East,Water Storage,Reference,Medium,426,38,Yes,No,4,1
TM3423,"Peters, Zhang and Perez",Distributor,East,Water Storage,Exhibition,Small,639,47,Yes,Yes,2,1
TM3424,"Johnson, Daniels and Dean",Hotel Chain,East,Kitchenware,Reference,Large,215,24,Yes,Yes,4,0
TM3425,"Brown, Miller and Nunez",Online Seller,South,Both,Exhibition,Medium,31,47,No,No,5,0
TM3426,"Farley, Bennett and Quinn",Retailer,North,Water Storage,Reference,Large,610,15,Yes,No,0,1
TM3427,Berger-Lane,Retailer,North,Kitchenware,Reference,Large,858,20,No,Yes,0,0
TM3428,Moore-Smith,Distributor,West,Water Storage,Dealer,Large,744,27,No,No,2,0
TM3429,Mccoy-Allen,Distributor,South,Water Storage,WhatsApp,Large,522,27,No,No,0,1
TM3430,Myers-Chavez,Retailer,East,Both,Reference,Medium,593,12,No,No,1,1
TM3431,Grant-Wright,Hotel Chain,West,Water Storage,Website,Small,33,27,Yes,No,5,0
TM3432,"Walker, Lopez and Hernandez",Hotel Chain,West,Water Storage,Website,Large,155,40,No,No,2,1
TM3433,Hall PLC,Distributor,West,Both,Website,Medium,12,6,Yes,Yes,0,0
TM3434,"Wang, Irwin and Roman",Retailer,North,Water Storage,Reference,Small,337,12,Yes,No,2,0
TM3435,Blair and Sons,Distributor,West,Kitchenware,Reference,Large,217,8,Yes,Yes,2,1
TM3436,Ellison-Smith,Distributor,West,Both,Website,Small,101,8,Yes,Yes,4,0
TM3437,Meza and Sons,Distributor,North,Both,Reference,Large,126,1,No,Yes,1,0
TM3438,Golden-Compton,Distributor,East,Both,WhatsApp,Small,353,70,Yes,Yes,4,1
TM3439,Rodriguez-Stephens,Retailer,East,Both,Website,Large,464,54,No,Yes,1,1
TM3440,Beasley-Curry,Hotel Chain,South,Both,Exhibition,Large,817,11,Yes,Yes,5,1
TM3441,"Allen, Harrison and Taylor",Retailer,East,Both,WhatsApp,Medium,925,33,No,Yes,2,1
TM3442,Wilson-Taylor,Distributor,North,Kitchenware,Exhibition,Medium,707,71,Yes,Yes,0,1
TM3443,Dean-Crane,Hotel Chain,West,Kitchenware,Dealer,Medium,643,65,No,Yes,0,0
TM3444,"Chapman, Davis and Perkins",Retailer,East,Kitchenware,Reference,Large,248,61,No,No,5,0
TM3445,Duncan LLC,Retailer,West,Water Storage,Reference,Medium,716,13,No,No,3,1
TM3446,Gonzalez-Johnson,Distributor,Central,Both,Website,Medium,959,31,No,No,0,0
TM3447,"Williams, Ortiz and Lee",Hotel Chain,South,Water Storage,Reference,Small,616,21,Yes,No,3,0
TM3448,"Hart, Miller and Mayo",Retailer,Central,Both,Website,Medium,669,51,Yes,No,2,0
TM3449,Weber PLC,Retailer,West,Water Storage,Dealer,Large,257,41,Yes,Yes,2,0
TM3450,Sanford Ltd,Hotel Chain,West,Water Storage,Website,Medium,340,64,No,No,0,0
TM3451,Wilson-Beard,Distributor,Central,Water Storage,Dealer,Small,334,4,Yes,No,0,1
TM3452,Choi-Torres,Retailer,West,Water Storage,Reference,Large,606,25,Yes,Yes,4,1
TM3453,Mendoza Ltd,Online Seller,West,Water Storage,Exhibition,Large,555,57,Yes,Yes,2,0
TM3454,Johnston-Herrera,Retailer,North,Both,WhatsApp,Small,14,24,No,No,4,1
TM3455,"Ruiz, Gomez and Powell",Distributor,Central,Water Storage,Dealer,Medium,367,60,Yes,Yes,5,0
TM3456,Gross PLC,Distributor,Central,Kitchenware,Exhibition,Small,114,20,No,Yes,0,1
TM3457,"Martinez, Diaz and Palmer",Hotel Chain,North,Water Storage,WhatsApp,Small,595,3,No,No,1,1
TM3458,Flores LLC,Distributor,South,Kitchenware,Reference,Large,225,16,Yes,No,1,1
TM3459,James Group,Retailer,West,Both,Website,Small,972,18,No,Yes,3,1
TM3460,Stanley-Lewis,Hotel Chain,South,Water Storage,Dealer,Medium,382,31,No,No,0,1
TM3461,"Wallace, Johnson and Blevins",Online Seller,West,Both,Exhibition,Large,790,36,No,No,5,1
TM3462,Contreras Group,Online Seller,West,Both,Reference,Medium,60,49,No,Yes,2,1
TM3463,"Dean, Malone and Perez",Online Seller,East,Kitchenware,WhatsApp,Medium,751,9,No,No,5,0
TM3464,Hardy Ltd,Hotel Chain,East,Both,Website,Large,775,35,Yes,No,4,1
TM3465,Ryan-Bell,Distributor,East,Both,Dealer,Medium,655,21,No,No,1,0
TM3466,King-Fitzpatrick,Hotel Chain,East,Both,WhatsApp,Small,167,4,No,No,2,0
TM3467,Wolf PLC,Retailer,Central,Both,WhatsApp,Small,172,53,Yes,No,2,0
TM3468,Robbins-Hawkins,Hotel Chain,Central,Both,WhatsApp,Large,42,46,Yes,No,2,1
TM3469,Wood-Flores,Online Seller,North,Both,Website,Large,285,52,No,Yes,5,1
TM3470,"Ryan, Macias and May",Retailer,West,Kitchenware,WhatsApp,Small,949,26,Yes,No,3,0
TM3471,"Hamilton, Young and Anderson",Hotel Chain,South,Both,WhatsApp,Medium,660,45,Yes,Yes,4,1
TM3472,Lin Ltd,Retailer,West,Kitchenware,WhatsApp,Large,369,15,No,Yes,5,0
TM3473,Hernandez-Park,Retailer,East,Water Storage,Exhibition,Large,199,72,Yes,No,1,0
TM3474,Howard PLC,Retailer,South,Water Storage,Dealer,Medium,800,30,Yes,No,4,1
TM3475,Odom and Sons,Online Seller,South,Kitchenware,Exhibition,Small,155,31,No,Yes,2,1
TM3476,Pittman PLC,Distributor,West,Water Storage,Website,Medium,846,34,Yes,No,5,0
TM3477,"Miranda, Alvarez and Rice",Distributor,East,Kitchenware,Exhibition,Large,382,64,Yes,Yes,4,1
TM3478,"Pratt, Phelps and Watson",Online Seller,East,Water Storage,WhatsApp,Small,275,56,Yes,Yes,4,0
TM3479,"Peterson, Gibson and Carter",Retailer,North,Water Storage,WhatsApp,Medium,858,46,No,Yes,5,0
TM3480,Smith-Roberts,Retailer,West,Kitchenware,Reference,Small,566,14,No,No,1,0
TM3481,Diaz-Ramirez,Online Seller,West,Kitchenware,Website,Small,693,41,No,No,3,1
TM3482,"Beck, Glover and Daugherty",Distributor,West,Water Storage,Exhibition,Small,781,55,Yes,No,4,0
TM3483,Wilson and Sons,Hotel Chain,West,Kitchenware,Exhibition,Large,646,8,No,Yes,0,1
TM3484,Pacheco-Ortiz,Hotel Chain,South,Kitchenware,Website,Large,622,44,Yes,No,5,0
TM3485,Morales-Ramirez,Retailer,East,Water Storage,Exhibition,Large,347,70,Yes,Yes,5,1
TM3486,House-Mcdonald,Hotel Chain,West,Kitchenware,Exhibition,Small,985,28,No,Yes,4,1
TM3487,"Jennings, George and Sanchez",Retailer,East,Both,WhatsApp,Small,683,38,Yes,Yes,1,0
TM3488,"Vega, Orozco and Johnson",Distributor,West,Water Storage,WhatsApp,Small,889,19,Yes,Yes,0,0
TM3489,Smith and Sons,Distributor,West,Water Storage,WhatsApp,Medium,397,60,Yes,Yes,0,1
TM3490,Reynolds Ltd,Online Seller,Central,Kitchenware,WhatsApp,Large,274,25,Yes,Yes,5,0
TM3491,"Johnson, Oneill and Johnson",Hotel Chain,Central,Water Storage,Website,Small,917,5,Yes,No,3,0
TM3492,"Werner, Schwartz and Brooks",Retailer,East,Kitchenware,Reference,Small,709,15,No,Yes,3,1
TM3493,"Ross, Trevino and Price",Online Seller,North,Water Storage,Website,Small,531,15,No,Yes,5,1
TM3494,"Hawkins, Burgess and Foster",Retailer,Central,Water Storage,Website,Large,169,21,Yes,Yes,3,0
TM3495,"Romero, Ortega and Dunn",Retailer,East,Water Storage,Website,Large,481,56,No,Yes,0,0
TM3496,"Thomas, Edwards and Harris",Hotel Chain,West,Kitchenware,Reference,Large,309,45,Yes,No,1,0
TM3497,Lopez-Gomez,Online Seller,East,Kitchenware,Exhibition,Small,16,17,No,Yes,4,0
TM3498,Burns Ltd,Retailer,South,Both,WhatsApp,Large,364,8,Yes,No,4,0
TM3499,Mullen-Hanson,Hotel Chain,North,Kitchenware,Exhibition,Medium,18,27,No,No,5,1
TM3500,Edwards and Sons,Online Seller,East,Both,Exhibition,Large,738,19,Yes,No,4,0
TM3501,Jones Group,Retailer,North,Kitchenware,Dealer,Large,145,58,Yes,Yes,0,1
TM3502,"Moore, Jensen and Hodge",Online Seller,North,Kitchenware,Website,Medium,394,8,Yes,No,1,0
TM3503,"Brown, Cline and Spence",Retailer,South,Both,Dealer,Small,380,31,Yes,Yes,4,1
TM3504,Lin-Fisher,Retailer,West,Both,Exhibition,Large,808,53,Yes,No,0,0
TM3505,English-Gamble,Retailer,West,Kitchenware,Reference,Large,22,60,No,No,3,0
TM3506,"Powell, Calhoun and Spencer",Retailer,North,Kitchenware,WhatsApp,Small,92,33,Yes,Yes,3,1
TM3507,Santos and Sons,Hotel Chain,North,Water Storage,Website,Medium,584,47,Yes,No,0,0
TM3508,Greene-Grimes,Hotel Chain,North,Both,WhatsApp,Small,793,15,Yes,No,5,0
TM3509,Johnson and Sons,Online Seller,East,Water Storage,Dealer,Medium,155,51,No,No,3,1
TM3510,Burke-Conrad,Distributor,West,Water Storage,Reference,Small,251,57,No,Yes,5,1
TM3511,"Sloan, Wood and Cobb",Hotel Chain,South,Water Storage,Website,Large,372,52,Yes,Yes,5,0
TM3512,Williams-Schmidt,Hotel Chain,West,Both,Website,Small,391,47,No,Yes,3,0
TM3513,Farmer-Bond,Hotel Chain,East,Kitchenware,Website,Large,153,28,No,No,0,0
TM3514,"Henderson, Hughes and Reilly",Hotel Chain,West,Kitchenware,Reference,Medium,219,28,Yes,No,5,0
TM3515,"Elliott, Ruiz and Rodriguez",Hotel Chain,West,Kitchenware,WhatsApp,Small,651,14,No,Yes,2,0
TM3516,"Carter, Wells and Webb",Retailer,Central,Water Storage,Dealer,Large,441,27,No,No,3,0
TM3517,Roberts-Walker,Online Seller,West,Water Storage,Reference,Large,588,50,No,Yes,1,0
TM3518,"Strickland, Reyes and Lee",Distributor,North,Kitchenware,WhatsApp,Large,235,63,Yes,No,5,0
TM3519,"Chan, Banks and Norris",Retailer,East,Both,Website,Large,984,19,Yes,Yes,3,1
TM3520,Garcia Ltd,Hotel Chain,East,Both,Website,Medium,75,6,No,Yes,3,1
TM3521,Williams-Peterson,Distributor,Central,Kitchenware,Exhibition,Large,472,22,Yes,Yes,2,0
TM3522,Harrington and Sons,Distributor,North,Kitchenware,Dealer,Small,467,52,Yes,No,2,1
TM3523,Mason-Mayo,Online Seller,Central,Water Storage,WhatsApp,Large,639,58,Yes,No,1,1
TM3524,Young Ltd,Distributor,North,Water Storage,Exhibition,Small,295,70,No,No,3,0
TM3525,Flowers-Jefferson,Retailer,Central,Both,Dealer,Large,114,2,No,Yes,3,0
TM3526,Maldonado-Moore,Online Seller,West,Kitchenware,Exhibition,Medium,214,13,Yes,No,2,1
TM3527,Jones PLC,Hotel Chain,South,Both,Reference,Small,438,40,No,Yes,3,1
TM3528,"Martinez, Mcbride and Kelley",Retailer,North,Both,Website,Large,883,7,No,Yes,5,0
TM3529,"Johnson, Kim and George",Distributor,North,Water Storage,Exhibition,Medium,515,45,Yes,Yes,0,0
TM3530,Evans-Davis,Distributor,West,Kitchenware,Website,Small,491,68,No,No,4,0
TM3531,Miller-Carrillo,Retailer,East,Both,Dealer,Small,258,61,Yes,No,5,0
TM3532,Walters-Rich,Online Seller,Central,Kitchenware,WhatsApp,Large,441,31,Yes,Yes,3,1
TM3533,Davis-Strickland,Distributor,Central,Both,Website,Small,942,42,No,Yes,3,1
TM3534,Fleming Group,Retailer,Central,Both,Website,Medium,581,9,No,No,3,1
TM3535,"Mitchell, Barron and Morris",Retailer,South,Both,Website,Medium,840,5,Yes,No,1,0
TM3536,Edwards Ltd,Online Seller,East,Water Storage,Exhibition,Small,750,72,No,No,1,0
TM3537,"Miller, King and Herrera",Hotel Chain,South,Kitchenware,Dealer,Small,18,61,No,No,4,0
TM3538,Herrera-Peterson,Hotel Chain,East,Water Storage,Dealer,Large,485,18,No,Yes,4,1
TM3539,Fritz Group,Distributor,North,Water Storage,Reference,Large,805,25,No,Yes,3,0
TM3540,Phillips-Zamora,Retailer,North,Kitchenware,Website,Large,491,25,No,No,0,0
TM3541,"Martin, Bradley and Hull",Distributor,North,Water Storage,Website,Large,310,2,Yes,No,1,1
TM3542,"Campbell, Preston and Ho",Distributor,East,Kitchenware,Dealer,Large,910,30,Yes,No,5,1
TM3543,"Turner, Vaughan and Thompson",Distributor,South,Water Storage,WhatsApp,Medium,933,2,Yes,Yes,5,1
TM3544,Wright-Taylor,Online Seller,East,Kitchenware,WhatsApp,Large,903,35,Yes,Yes,1,1
TM3545,"Ramirez, Baker and Galloway",Distributor,East,Kitchenware,Dealer,Medium,459,53,No,Yes,0,1
TM3546,Turner Ltd,Hotel Chain,North,Water Storage,Reference,Medium,18,37,Yes,No,3,0
TM3547,Benson Inc,Retailer,South,Water Storage,Exhibition,Medium,328,18,No,No,0,1
TM3548,Hunter-Gould,Retailer,Central,Kitchenware,Reference,Small,693,10,Yes,Yes,2,0
TM3549,"Deleon, Simpson and Torres",Online Seller,South,Both,Dealer,Large,189,5,Yes,Yes,3,0
TM3550,Chapman and Sons,Hotel Chain,West,Both,Reference,Large,187,22,No,Yes,1,0
TM3551,Murphy Ltd,Retailer,Central,Water Storage,Exhibition,Small,650,70,Yes,Yes,4,1
TM3552,Lee Inc,Online Seller,South,Water Storage,Website,Medium,12,49,No,Yes,4,1
TM3553,"Mason, Terry and Matthews",Online Seller,West,Kitchenware,Website,Medium,700,67,Yes,Yes,2,0
TM3554,Smith-Williams,Online Seller,North,Both,Dealer,Medium,456,33,Yes,No,2,1
TM3555,"Williams, Hayden and Williams",Distributor,East,Kitchenware,Dealer,Small,402,18,No,No,0,0
TM3556,Garcia-Smith,Distributor,East,Kitchenware,Dealer,Medium,177,72,No,No,3,1
TM3557,Green-Robinson,Retailer,South,Both,Reference,Large,904,55,No,No,1,0
TM3558,Jones-Tyler,Retailer,West,Water Storage,WhatsApp,Small,274,59,Yes,Yes,0,0
TM3559,"Blackburn, Boyle and Butler",Online Seller,East,Kitchenware,Dealer,Large,982,59,Yes,No,2,1
TM3560,Martin-Jones,Hotel Chain,West,Both,Reference,Medium,470,69,No,No,0,0
TM3561,"Walker, Zhang and Irwin",Retailer,West,Both,Exhibition,Medium,608,7,Yes,No,4,0
TM3562,Herman-Harris,Retailer,North,Kitchenware,Website,Large,276,58,Yes,No,3,0
TM3563,"Sheppard, Flores and Jones",Online Seller,West,Water Storage,WhatsApp,Small,678,44,Yes,No,0,1
TM3564,"Gilmore, Baker and Harrington",Hotel Chain,West,Both,WhatsApp,Medium,586,24,Yes,No,5,0
TM3565,Garrett and Sons,Online Seller,Central,Both,Reference,Large,539,42,Yes,No,2,1
TM3566,Davis Ltd,Retailer,East,Water Storage,Reference,Large,600,30,No,No,2,0
TM3567,"Francis, Hill and Turner",Online Seller,South,Both,Reference,Small,492,69,Yes,No,3,0
TM3568,"Gonzalez, Sullivan and Pacheco",Retailer,South,Water Storage,Exhibition,Large,889,31,No,No,3,1
TM3569,"Wilson, Harper and Roberts",Hotel Chain,East,Both,Exhibition,Large,431,32,No,Yes,5,0
TM3570,Vasquez-Obrien,Retailer,West,Kitchenware,WhatsApp,Large,369,29,Yes,Yes,0,1
TM3571,White-Morrison,Distributor,West,Both,Dealer,Medium,625,43,Yes,Yes,0,1
TM3572,Mcknight PLC,Online Seller,South,Both,Reference,Medium,368,68,No,No,0,1
TM3573,Watson Ltd,Hotel Chain,East,Water Storage,Website,Small,978,25,No,Yes,2,0
TM3574,"Giles, Gutierrez and Santos",Online Seller,South,Both,Dealer,Medium,422,66,No,Yes,1,0
TM3575,Miller-Hanna,Retailer,South,Kitchenware,Website,Medium,460,54,Yes,No,5,1
TM3576,Torres Inc,Retailer,West,Kitchenware,Exhibition,Medium,318,36,No,No,3,1
TM3577,Hicks-Santana,Distributor,West,Kitchenware,Reference,Small,975,51,No,No,5,0
TM3578,"Glass, Meza and Gonzalez",Hotel Chain,West,Water Storage,Reference,Medium,637,35,No,Yes,2,1
TM3579,"Allen, Chen and Moore",Online Seller,South,Both,WhatsApp,Small,466,59,No,Yes,1,0
TM3580,Alvarez-Terry,Hotel Chain,West,Both,Reference,Medium,35,34,Yes,Yes,3,0
TM3581,"Griffin, Webb and Morris",Online Seller,North,Water Storage,Dealer,Medium,369,26,No,Yes,0,0
TM3582,Torres-White,Hotel Chain,South,Both,Website,Small,646,8,Yes,Yes,4,1
TM3583,Odom Ltd,Retailer,West,Water Storage,Reference,Medium,753,65,Yes,Yes,5,0
TM3584,Pittman LLC,Online Seller,East,Kitchenware,Dealer,Medium,680,55,No,Yes,2,1
TM3585,Green and Sons,Distributor,South,Water Storage,Reference,Small,656,2,Yes,No,3,0
TM3586,Jones Ltd,Retailer,North,Kitchenware,Website,Medium,608,47,No,Yes,0,1
TM3587,Bolton-Stewart,Hotel Chain,East,Kitchenware,Exhibition,Large,114,41,Yes,No,2,0
TM3588,"Hart, Hawkins and Torres",Retailer,East,Both,WhatsApp,Medium,469,55,Yes,No,4,0
TM3589,"Hernandez, Baker and Parker",Retailer,East,Both,Reference,Large,607,53,No,No,4,1
TM3590,Guerra Group,Retailer,East,Both,Website,Medium,423,44,No,Yes,4,1
TM3591,Mcguire-Howell,Retailer,East,Both,Website,Large,248,30,Yes,Yes,4,1
TM3592,Moore LLC,Hotel Chain,West,Water Storage,Exhibition,Medium,294,62,Yes,No,1,1
TM3593,"Powell, Wolf and Henry",Retailer,East,Kitchenware,WhatsApp,Small,231,12,No,No,0,0
TM3594,Moore Inc,Online Seller,West,Kitchenware,Website,Large,614,12,No,No,5,1
TM3595,Franco-Escobar,Online Seller,South,Water Storage,Reference,Medium,895,39,Yes,Yes,1,0
TM3596,Kirby Inc,Online Seller,East,Kitchenware,Exhibition,Large,904,22,Yes,No,5,0
TM3597,"Carter, Lynn and Estrada",Online Seller,North,Both,Reference,Medium,327,64,No,No,0,0
TM3598,"Wright, Bender and Carson",Distributor,East,Kitchenware,Dealer,Large,202,2,Yes,No,4,0
TM3599,"Acosta, Peters and Rose",Online Seller,West,Water Storage,Dealer,Small,367,27,No,Yes,5,0
TM3600,"Swanson, Bernard and King",Online Seller,East,Both,Dealer,Small,838,67,No,Yes,1,1
TM3601,Marquez PLC,Hotel Chain,East,Water Storage,Dealer,Small,395,59,No,Yes,1,0
TM3602,Waters-Roberson,Retailer,Central,Kitchenware,WhatsApp,Large,790,12,Yes,Yes,1,1
TM3603,Mitchell Group,Retailer,East,Water Storage,Website,Medium,140,23,No,Yes,0,1
TM3604,Jenkins Inc,Online Seller,Central,Water Storage,Website,Small,870,14,Yes,Yes,4,0
